Time(s)	Dev_X_m	Y_vert_m	Z_long_m	Px	Py	Pz	S_Rady	S_Dikey	S_Long
4.063000e-05	-2.297753e-09	1.152727e-03	-7.288597e+03	-3.847658e-28	1.476952e-23	-3.744957e-19	-4.555486e-07	1.276884e-04	-1.000000e+00
4.064000e-05	-4.161208e-09	1.223475e-03	-7.290391e+03	-3.932072e-28	1.476952e-23	-3.744957e-19	-4.556375e-07	1.276884e-04	-1.000000e+00
4.065000e-05	-6.064397e-09	1.294223e-03	-7.292185e+03	-4.014219e-28	1.476952e-23	-3.744957e-19	-4.557264e-07	1.276884e-04	-1.000000e+00
4.066000e-05	-8.006367e-09	1.364972e-03	-7.293978e+03	-4.094031e-28	1.476952e-23	-3.744957e-19	-4.558154e-07	1.276884e-04	-1.000000e+00
4.067000e-05	-9.986081e-09	1.435720e-03	-7.295772e+03	-4.171473e-28	1.476952e-23	-3.744957e-19	-4.559043e-07	1.276884e-04	-1.000000e+00
4.068000e-05	-1.200226e-08	1.506469e-03	-7.297566e+03	-4.246496e-28	1.476952e-23	-3.744957e-19	-4.559931e-07	1.276884e-04	-1.000000e+00
4.069000e-05	-1.405374e-08	1.577217e-03	-7.299360e+03	-4.319051e-28	1.476952e-23	-3.744957e-19	-4.560820e-07	1.276884e-04	-1.000000e+00
4.070000e-05	-1.549664e-08	1.727126e-03	-7.301154e+03	-2.856962e-28	3.621937e-23	-3.744957e-19	-4.548460e-07	3.131310e-04	-1.000000e+00
4.071000e-05	-1.701305e-08	1.900623e-03	-7.302948e+03	-3.474300e-28	3.621937e-23	-3.744957e-19	-4.554092e-07	3.131310e-04	-1.000000e+00
4.072000e-05	-1.882485e-08	2.074120e-03	-7.304742e+03	-4.089624e-28	3.621937e-23	-3.744957e-19	-4.559723e-07	3.131310e-04	-1.000000e+00
4.073000e-05	-2.093053e-08	2.247616e-03	-7.306536e+03	-4.702571e-28	3.621937e-23	-3.744957e-19	-4.565355e-07	3.131310e-04	-1.000000e+00
4.074000e-05	-2.332946e-08	2.421113e-03	-7.308330e+03	-5.312800e-28	3.621937e-23	-3.744957e-19	-4.570986e-07	3.131310e-04	-1.000000e+00
4.075000e-05	-2.601976e-08	2.594610e-03	-7.310124e+03	-5.919942e-28	3.621937e-23	-3.744957e-19	-4.576617e-07	3.131310e-04	-1.000000e+00
4.076000e-05	-2.900012e-08	2.768106e-03	-7.311917e+03	-6.523656e-28	3.621937e-23	-3.744957e-19	-4.582248e-07	3.131310e-04	-1.000000e+00
4.077000e-05	-3.369273e-08	2.796891e-03	-7.313711e+03	-1.056530e-27	-1.408218e-24	-3.744957e-19	-4.617639e-07	-1.217463e-05	-1.000000e+00
4.078000e-05	-3.873873e-08	2.790145e-03	-7.315505e+03	-1.050138e-27	-1.408218e-24	-3.744957e-19	-4.617589e-07	-1.217463e-05	-1.000000e+00
4.079000e-05	-4.375265e-08	2.783400e-03	-7.317299e+03	-1.043137e-27	-1.408218e-24	-3.744957e-19	-4.617538e-07	-1.217463e-05	-1.000000e+00
4.080000e-05	-4.873149e-08	2.776654e-03	-7.319093e+03	-1.035532e-27	-1.408218e-24	-3.744957e-19	-4.617486e-07	-1.217463e-05	-1.000000e+00
4.081000e-05	-5.367241e-08	2.769908e-03	-7.320887e+03	-1.027327e-27	-1.408218e-24	-3.744957e-19	-4.617435e-07	-1.217463e-05	-1.000000e+00
4.082000e-05	-5.857258e-08	2.763163e-03	-7.322681e+03	-1.018526e-27	-1.408218e-24	-3.744957e-19	-4.617382e-07	-1.217463e-05	-1.000000e+00
4.083000e-05	-6.342910e-08	2.756417e-03	-7.324475e+03	-1.009135e-27	-1.408218e-24	-3.744957e-19	-4.617330e-07	-1.217463e-05	-1.000000e+00
4.084000e-05	-6.488823e-08	2.898339e-03	-7.326269e+03	-1.878489e-28	3.576597e-23	-3.744957e-19	-4.547121e-07	3.092112e-04	-1.000000e+00
4.085000e-05	-6.591792e-08	3.069663e-03	-7.328062e+03	-2.419988e-28	3.576597e-23	-3.744957e-19	-4.552608e-07	3.092112e-04	-1.000000e+00
4.086000e-05	-6.720667e-08	3.240988e-03	-7.329856e+03	-2.960087e-28	3.576597e-23	-3.744957e-19	-4.558094e-07	3.092112e-04	-1.000000e+00
4.087000e-05	-6.875334e-08	3.412313e-03	-7.331650e+03	-3.498467e-28	3.576597e-23	-3.744957e-19	-4.563580e-07	3.092112e-04	-1.000000e+00
4.088000e-05	-7.055779e-08	3.583638e-03	-7.333444e+03	-4.034824e-28	3.576597e-23	-3.744957e-19	-4.569066e-07	3.092112e-04	-1.000000e+00
4.089000e-05	-7.261872e-08	3.754963e-03	-7.335238e+03	-4.568847e-28	3.576597e-23	-3.744957e-19	-4.574552e-07	3.092112e-04	-1.000000e+00
4.090000e-05	-7.493455e-08	3.926288e-03	-7.337032e+03	-5.100221e-28	3.576597e-23	-3.744957e-19	-4.580037e-07	3.092112e-04	-1.000000e+00
4.091000e-05	-8.160897e-08	3.877404e-03	-7.338826e+03	-1.530133e-27	-1.725995e-23	-3.744957e-19	-4.669166e-07	-1.492192e-04	-1.000000e+00
4.092000e-05	-8.894479e-08	3.794726e-03	-7.340620e+03	-1.532651e-27	-1.725995e-23	-3.744957e-19	-4.670395e-07	-1.492192e-04	-1.000000e+00
4.093000e-05	-9.629075e-08	3.712048e-03	-7.342414e+03	-1.534280e-27	-1.725995e-23	-3.744957e-19	-4.671623e-07	-1.492192e-04	-1.000000e+00
4.094000e-05	-1.036423e-07	3.629370e-03	-7.344208e+03	-1.535021e-27	-1.725995e-23	-3.744957e-19	-4.672851e-07	-1.492192e-04	-1.000000e+00
4.095000e-05	-1.109952e-07	3.546692e-03	-7.346001e+03	-1.534872e-27	-1.725995e-23	-3.744957e-19	-4.674079e-07	-1.492192e-04	-1.000000e+00
4.096000e-05	-1.183456e-07	3.464014e-03	-7.347795e+03	-1.533834e-27	-1.725995e-23	-3.744957e-19	-4.675305e-07	-1.492192e-04	-1.000000e+00
4.097000e-05	-1.256865e-07	3.381390e-03	-7.349589e+03	-1.452258e-27	-1.511675e-23	-3.744957e-19	-4.669645e-07	-1.306904e-04	-1.000000e+00
4.098000e-05	-1.257432e-07	3.494625e-03	-7.351383e+03	1.494446e-28	2.824805e-23	-3.744957e-19	-4.532607e-07	2.442157e-04	-1.000000e+00
4.099000e-05	-1.250817e-07	3.629937e-03	-7.353177e+03	1.266969e-28	2.824805e-23	-3.744957e-19	-4.536001e-07	2.442157e-04	-1.000000e+00
4.100000e-05	-1.245293e-07	3.765250e-03	-7.354971e+03	1.038755e-28	2.824805e-23	-3.744957e-19	-4.539396e-07	2.442157e-04	-1.000000e+00
4.101000e-05	-1.240866e-07	3.900563e-03	-7.356765e+03	8.099421e-29	2.824805e-23	-3.744957e-19	-4.542790e-07	2.442157e-04	-1.000000e+00
4.102000e-05	-1.237535e-07	4.035876e-03	-7.358559e+03	5.806598e-29	2.824805e-23	-3.744957e-19	-4.546185e-07	2.442157e-04	-1.000000e+00
4.103000e-05	-1.235304e-07	4.171189e-03	-7.360353e+03	3.510405e-29	2.824805e-23	-3.744957e-19	-4.549580e-07	2.442157e-04	-1.000000e+00
4.104000e-05	-1.234504e-07	4.305351e-03	-7.362146e+03	-3.076301e-28	1.707973e-23	-3.744957e-19	-4.580618e-07	1.476612e-04	-1.000000e+00
4.105000e-05	-1.308232e-07	4.183240e-03	-7.363940e+03	-1.673197e-27	-2.970157e-23	-3.744957e-19	-4.700120e-07	-2.567821e-04	-1.000000e+00
4.106000e-05	-1.389003e-07	4.040964e-03	-7.365734e+03	-1.699027e-27	-2.970157e-23	-3.744957e-19	-4.703879e-07	-2.567821e-04	-1.000000e+00
4.107000e-05	-1.470988e-07	3.898689e-03	-7.367528e+03	-1.723873e-27	-2.970157e-23	-3.744957e-19	-4.707637e-07	-2.567821e-04	-1.000000e+00
4.108000e-05	-1.554141e-07	3.756414e-03	-7.369322e+03	-1.747719e-27	-2.970157e-23	-3.744957e-19	-4.711395e-07	-2.567821e-04	-1.000000e+00
4.109000e-05	-1.638410e-07	3.614138e-03	-7.371116e+03	-1.770554e-27	-2.970157e-23	-3.744957e-19	-4.715152e-07	-2.567821e-04	-1.000000e+00
4.110000e-05	-1.723748e-07	3.471863e-03	-7.372910e+03	-1.792362e-27	-2.970157e-23	-3.744957e-19	-4.718909e-07	-2.567821e-04	-1.000000e+00
4.111000e-05	-1.808636e-07	3.332301e-03	-7.374704e+03	-9.940332e-28	-1.460106e-23	-3.744957e-19	-4.651850e-07	-1.262321e-04	-1.000000e+00
4.112000e-05	-1.784178e-07	3.394330e-03	-7.376498e+03	6.365418e-28	1.515095e-23	-3.744957e-19	-4.512874e-07	1.309861e-04	-1.000000e+00
4.113000e-05	-1.753398e-07	3.466906e-03	-7.378292e+03	6.485348e-28	1.515095e-23	-3.744957e-19	-4.513800e-07	1.309861e-04	-1.000000e+00
4.114000e-05	-1.722054e-07	3.539481e-03	-7.380085e+03	6.601521e-28	1.515095e-23	-3.744957e-19	-4.514725e-07	1.309861e-04	-1.000000e+00
4.115000e-05	-1.690157e-07	3.612057e-03	-7.381879e+03	6.713864e-28	1.515095e-23	-3.744957e-19	-4.515651e-07	1.309861e-04	-1.000000e+00
4.116000e-05	-1.657738e-07	3.684632e-03	-7.383673e+03	6.822321e-28	1.515095e-23	-3.744957e-19	-4.516577e-07	1.309861e-04	-1.000000e+00
4.117000e-05	-1.624804e-07	3.757208e-03	-7.385467e+03	6.926831e-28	1.515095e-23	-3.744957e-19	-4.517504e-07	1.309860e-04	-1.000000e+00
4.118000e-05	-1.594018e-07	3.823455e-03	-7.387261e+03	-3.258236e-28	-9.543806e-24	-3.744957e-19	-4.607353e-07	-8.251007e-05	-1.000000e+00
4.119000e-05	-1.660912e-07	3.657104e-03	-7.389055e+03	-1.483201e-27	-3.627742e-23	-3.744957e-19	-4.709227e-07	-3.136330e-04	-1.000000e+00
4.120000e-05	-1.733001e-07	3.483329e-03	-7.390849e+03	-1.526583e-27	-3.627742e-23	-3.744957e-19	-4.714865e-07	-3.136330e-04	-1.000000e+00
4.121000e-05	-1.807149e-07	3.309554e-03	-7.392643e+03	-1.569081e-27	-3.627742e-23	-3.744957e-19	-4.720503e-07	-3.136330e-04	-1.000000e+00
4.122000e-05	-1.883311e-07	3.135779e-03	-7.394437e+03	-1.610669e-27	-3.627742e-23	-3.744957e-19	-4.726140e-07	-3.136330e-04	-1.000000e+00
4.123000e-05	-1.961443e-07	2.962005e-03	-7.396231e+03	-1.651323e-27	-3.627742e-23	-3.744957e-19	-4.731776e-07	-3.136330e-04	-1.000000e+00
4.124000e-05	-2.041499e-07	2.788230e-03	-7.398024e+03	-1.691022e-27	-3.627742e-23	-3.744957e-19	-4.737412e-07	-3.136330e-04	-1.000000e+00
4.125000e-05	-2.117474e-07	2.621859e-03	-7.399818e+03	5.609062e-29	-1.414143e-23	-3.744957e-19	-4.588654e-07	-1.222584e-04	-1.000000e+00
4.126000e-05	-2.065178e-07	2.614727e-03	-7.401612e+03	1.149923e-27	-9.376052e-25	-3.744957e-19	-4.496386e-07	-8.105988e-06	-1.000000e+00
4.127000e-05	-2.009451e-07	2.610236e-03	-7.403406e+03	1.176637e-27	-9.376052e-25	-3.744957e-19	-4.496318e-07	-8.105988e-06	-1.000000e+00
4.128000e-05	-1.952462e-07	2.605745e-03	-7.405200e+03	1.202669e-27	-9.376052e-25	-3.744957e-19	-4.496250e-07	-8.105988e-06	-1.000000e+00
4.129000e-05	-1.894243e-07	2.601254e-03	-7.406994e+03	1.228004e-27	-9.376052e-25	-3.744957e-19	-4.496182e-07	-8.105988e-06	-1.000000e+00
4.130000e-05	-1.834827e-07	2.596762e-03	-7.408788e+03	1.252627e-27	-9.376052e-25	-3.744957e-19	-4.496115e-07	-8.105988e-06	-1.000000e+00
4.131000e-05	-1.774248e-07	2.592271e-03	-7.410582e+03	1.276523e-27	-9.376052e-25	-3.744957e-19	-4.496049e-07	-8.105988e-06	-1.000000e+00
4.132000e-05	-1.719863e-07	2.576783e-03	-7.412376e+03	-4.833193e-28	-2.769027e-23	-3.744957e-19	-4.650130e-07	-2.393936e-04	-1.000000e+00
4.133000e-05	-1.768921e-07	2.406816e-03	-7.414169e+03	-1.058175e-27	-3.568825e-23	-3.744957e-19	-4.701765e-07	-3.085393e-04	-1.000000e+00
4.134000e-05	-1.820572e-07	2.235863e-03	-7.415963e+03	-1.098246e-27	-3.568825e-23	-3.744957e-19	-4.707219e-07	-3.085393e-04	-1.000000e+00
4.135000e-05	-1.874126e-07	2.064911e-03	-7.417757e+03	-1.137682e-27	-3.568825e-23	-3.744957e-19	-4.712672e-07	-3.085393e-04	-1.000000e+00
4.136000e-05	-1.929555e-07	1.893958e-03	-7.419551e+03	-1.176458e-27	-3.568825e-23	-3.744957e-19	-4.718124e-07	-3.085393e-04	-1.000000e+00
4.137000e-05	-1.986827e-07	1.723006e-03	-7.421345e+03	-1.214552e-27	-3.568825e-23	-3.744957e-19	-4.723576e-07	-3.085393e-04	-1.000000e+00
4.138000e-05	-2.045906e-07	1.552053e-03	-7.423139e+03	-1.251943e-27	-3.568825e-23	-3.744957e-19	-4.729028e-07	-3.085393e-04	-1.000000e+00
4.139000e-05	-2.094189e-07	1.389516e-03	-7.424933e+03	1.291465e-27	-1.847655e-23	-3.744957e-19	-4.511420e-07	-1.597372e-04	-1.000000e+00
4.140000e-05	-2.020327e-07	1.308763e-03	-7.426727e+03	1.550609e-27	-1.684213e-23	-3.744957e-19	-4.491278e-07	-1.456070e-04	-1.000000e+00
4.141000e-05	-1.945762e-07	1.228087e-03	-7.428521e+03	1.562478e-27	-1.684213e-23	-3.744957e-19	-4.492437e-07	-1.456070e-04	-1.000000e+00
4.142000e-05	-1.870648e-07	1.147410e-03	-7.430315e+03	1.573445e-27	-1.684213e-23	-3.744957e-19	-4.493596e-07	-1.456070e-04	-1.000000e+00
4.143000e-05	-1.795032e-07	1.066733e-03	-7.432108e+03	1.583499e-27	-1.684213e-23	-3.744957e-19	-4.494755e-07	-1.456070e-04	-1.000000e+00
4.144000e-05	-1.718959e-07	9.860569e-04	-7.433902e+03	1.592636e-27	-1.684213e-23	-3.744957e-19	-4.495915e-07	-1.456070e-04	-1.000000e+00
4.145000e-05	-1.642470e-07	9.053804e-04	-7.435696e+03	1.600849e-27	-1.684213e-23	-3.744957e-19	-4.497076e-07	-1.456070e-04	-1.000000e+00
4.146000e-05	-1.578247e-07	8.180178e-04	-7.437490e+03	-5.199575e-28	-2.804990e-23	-3.744957e-19	-4.682221e-07	-2.425027e-04	-1.000000e+00
4.147000e-05	-1.603589e-07	6.836542e-04	-7.439284e+03	-5.380714e-28	-2.804990e-23	-3.744957e-19	-4.685564e-07	-2.425027e-04	-1.000000e+00
4.148000e-05	-1.629791e-07	5.492906e-04	-7.441078e+03	-5.558733e-28	-2.804990e-23	-3.744957e-19	-4.688908e-07	-2.425027e-04	-1.000000e+00
4.149000e-05	-1.656837e-07	4.149270e-04	-7.442872e+03	-5.733523e-28	-2.804990e-23	-3.744957e-19	-4.692251e-07	-2.425027e-04	-1.000000e+00
4.150000e-05	-1.684713e-07	2.805634e-04	-7.444666e+03	-5.904998e-28	-2.804990e-23	-3.744957e-19	-4.695594e-07	-2.425027e-04	-1.000000e+00
4.151000e-05	-1.713404e-07	1.461998e-04	-7.446460e+03	-6.073062e-28	-2.804990e-23	-3.744957e-19	-4.698936e-07	-2.425027e-04	-1.000000e+00
4.152000e-05	-1.742891e-07	1.183618e-05	-7.448253e+03	-6.237597e-28	-2.804990e-23	-3.744957e-19	-4.702279e-07	-2.425027e-04	-1.000000e+00
4.153000e-05	-1.755351e-07	-1.235171e-04	-7.450047e+03	1.733995e-27	-2.941908e-23	-3.744957e-19	-4.500391e-07	-2.543398e-04	-1.000000e+00
4.154000e-05	-1.672778e-07	-2.644393e-04	-7.451841e+03	1.713424e-27	-2.941908e-23	-3.744957e-19	-4.504074e-07	-2.543398e-04	-1.000000e+00
4.155000e-05	-1.591213e-07	-4.053615e-04	-7.453635e+03	1.691860e-27	-2.941908e-23	-3.744957e-19	-4.507759e-07	-2.543398e-04	-1.000000e+00
4.156000e-05	-1.510706e-07	-5.462837e-04	-7.455429e+03	1.669315e-27	-2.941908e-23	-3.744957e-19	-4.511444e-07	-2.543398e-04	-1.000000e+00
4.157000e-05	-1.431302e-07	-6.872058e-04	-7.457223e+03	1.645803e-27	-2.941908e-23	-3.744957e-19	-4.515130e-07	-2.543398e-04	-1.000000e+00
4.158000e-05	-1.353047e-07	-8.281280e-04	-7.459017e+03	1.621338e-27	-2.941908e-23	-3.744957e-19	-4.518816e-07	-2.543398e-04	-1.000000e+00
4.159000e-05	-1.275988e-07	-9.690502e-04	-7.460811e+03	1.595933e-27	-2.941908e-23	-3.744957e-19	-4.522503e-07	-2.543398e-04	-1.000000e+00
4.160000e-05	-1.214937e-07	-1.096865e-03	-7.462605e+03	-6.231753e-29	-1.487151e-23	-3.744957e-19	-4.667278e-07	-1.285702e-04	-1.000000e+00
4.161000e-05	-1.217786e-07	-1.168102e-03	-7.464399e+03	-5.658707e-29	-1.487151e-23	-3.744957e-19	-4.668171e-07	-1.285702e-04	-1.000000e+00
4.162000e-05	-1.220357e-07	-1.239339e-03	-7.466192e+03	-5.082296e-29	-1.487151e-23	-3.744957e-19	-4.669065e-07	-1.285702e-04	-1.000000e+00
4.163000e-05	-1.222653e-07	-1.310576e-03	-7.467986e+03	-4.503002e-29	-1.487151e-23	-3.744957e-19	-4.669958e-07	-1.285702e-04	-1.000000e+00
4.164000e-05	-1.224671e-07	-1.381813e-03	-7.469780e+03	-3.921047e-29	-1.487151e-23	-3.744957e-19	-4.670851e-07	-1.285702e-04	-1.000000e+00
4.165000e-05	-1.226410e-07	-1.453050e-03	-7.471574e+03	-3.336861e-29	-1.487151e-23	-3.744957e-19	-4.671745e-07	-1.285702e-04	-1.000000e+00
4.166000e-05	-1.227868e-07	-1.524287e-03	-7.473368e+03	-2.750749e-29	-1.487151e-23	-3.744957e-19	-4.672638e-07	-1.285702e-04	-1.000000e+00
4.167000e-05	-1.211667e-07	-1.618004e-03	-7.475162e+03	1.617143e-27	-3.618604e-23	-3.744957e-19	-4.531850e-07	-3.128429e-04	-1.000000e+00
4.168000e-05	-1.135383e-07	-1.791341e-03	-7.476956e+03	1.567761e-27	-3.618604e-23	-3.744957e-19	-4.537464e-07	-3.128429e-04	-1.000000e+00
4.169000e-05	-1.061482e-07	-1.964679e-03	-7.478750e+03	1.517472e-27	-3.618604e-23	-3.744957e-19	-4.543078e-07	-3.128429e-04	-1.000000e+00
4.170000e-05	-9.900144e-08	-2.138016e-03	-7.480544e+03	1.466302e-27	-3.618604e-23	-3.744957e-19	-4.548692e-07	-3.128429e-04	-1.000000e+00
4.171000e-05	-9.210169e-08	-2.311353e-03	-7.482337e+03	1.414283e-27	-3.618604e-23	-3.744957e-19	-4.554307e-07	-3.128429e-04	-1.000000e+00
4.172000e-05	-8.545304e-08	-2.484690e-03	-7.484131e+03	1.361444e-27	-3.618604e-23	-3.744957e-19	-4.559923e-07	-3.128429e-04	-1.000000e+00
4.173000e-05	-7.905983e-08	-2.658027e-03	-7.485925e+03	1.307817e-27	-3.618604e-23	-3.744957e-19	-4.565539e-07	-3.128429e-04	-1.000000e+00
4.174000e-05	-7.412959e-08	-2.786025e-03	-7.487719e+03	2.681460e-28	1.243146e-24	-3.744957e-19	-4.656339e-07	1.074751e-05	-1.000000e+00
4.175000e-05	-7.281888e-08	-2.780070e-03	-7.489513e+03	2.790678e-28	1.243146e-24	-3.744957e-19	-4.656284e-07	1.074751e-05	-1.000000e+00
4.176000e-05	-7.145601e-08	-2.774116e-03	-7.491307e+03	2.898281e-28	1.243146e-24	-3.744957e-19	-4.656229e-07	1.074751e-05	-1.000000e+00
4.177000e-05	-7.004222e-08	-2.768161e-03	-7.493101e+03	3.004203e-28	1.243146e-24	-3.744957e-19	-4.656173e-07	1.074751e-05	-1.000000e+00
4.178000e-05	-6.857822e-08	-2.762206e-03	-7.494895e+03	3.108386e-28	1.243146e-24	-3.744957e-19	-4.656118e-07	1.074751e-05	-1.000000e+00
4.179000e-05	-6.706463e-08	-2.756251e-03	-7.496689e+03	3.210767e-28	1.243146e-24	-3.744957e-19	-4.656063e-07	1.074751e-05	-1.000000e+00
4.180000e-05	-6.550260e-08	-2.750296e-03	-7.498483e+03	3.311287e-28	1.243146e-24	-3.744957e-19	-4.656009e-07	1.074751e-05	-1.000000e+00
4.181000e-05	-6.272167e-08	-2.794899e-03	-7.500276e+03	1.189362e-27	-3.580603e-23	-3.744957e-19	-4.582607e-07	-3.095575e-04	-1.000000e+00
4.182000e-05	-5.715559e-08	-2.966415e-03	-7.502070e+03	1.134407e-27	-3.580603e-23	-3.744957e-19	-4.588106e-07	-3.095575e-04	-1.000000e+00
4.183000e-05	-5.185456e-08	-3.137932e-03	-7.503864e+03	1.078795e-27	-3.580603e-23	-3.744957e-19	-4.593606e-07	-3.095575e-04	-1.000000e+00
4.184000e-05	-4.682158e-08	-3.309449e-03	-7.505658e+03	1.022557e-27	-3.580603e-23	-3.744957e-19	-4.599106e-07	-3.095575e-04	-1.000000e+00
4.185000e-05	-4.205914e-08	-3.480965e-03	-7.507452e+03	9.657272e-28	-3.580603e-23	-3.744957e-19	-4.604606e-07	-3.095575e-04	-1.000000e+00
4.186000e-05	-3.757047e-08	-3.652482e-03	-7.509246e+03	9.083376e-28	-3.580603e-23	-3.744957e-19	-4.610107e-07	-3.095575e-04	-1.000000e+00
4.187000e-05	-3.335789e-08	-3.823999e-03	-7.511040e+03	8.504218e-28	-3.580603e-23	-3.744957e-19	-4.615608e-07	-3.095575e-04	-1.000000e+00
4.188000e-05	-3.003237e-08	-3.915170e-03	-7.512834e+03	3.995736e-28	1.711343e-23	-3.744957e-19	-4.655038e-07	1.479525e-04	-1.000000e+00
4.189000e-05	-2.814008e-08	-3.833194e-03	-7.514628e+03	3.905109e-28	1.711343e-23	-3.744957e-19	-4.656250e-07	1.479525e-04	-1.000000e+00
4.190000e-05	-2.629181e-08	-3.751218e-03	-7.516421e+03	3.812221e-28	1.711343e-23	-3.744957e-19	-4.657461e-07	1.479525e-04	-1.000000e+00
4.191000e-05	-2.448861e-08	-3.669242e-03	-7.518215e+03	3.717121e-28	1.711343e-23	-3.744957e-19	-4.658673e-07	1.479525e-04	-1.000000e+00
4.192000e-05	-2.273123e-08	-3.587266e-03	-7.520009e+03	3.619868e-28	1.711343e-23	-3.744957e-19	-4.659885e-07	1.479525e-04	-1.000000e+00
4.193000e-05	-2.102092e-08	-3.505290e-03	-7.521803e+03	3.520518e-28	1.711343e-23	-3.744957e-19	-4.661097e-07	1.479525e-04	-1.000000e+00
4.194000e-05	-1.935874e-08	-3.423314e-03	-7.523597e+03	3.419127e-28	1.711343e-23	-3.744957e-19	-4.662310e-07	1.479525e-04	-1.000000e+00
4.195000e-05	-1.733534e-08	-3.417341e-03	-7.525391e+03	5.722287e-28	-2.835358e-23	-3.744957e-19	-4.642716e-07	-2.451281e-04	-1.000000e+00
4.196000e-05	-1.468113e-08	-3.553159e-03	-7.527185e+03	5.359463e-28	-2.835358e-23	-3.744957e-19	-4.646145e-07	-2.451281e-04	-1.000000e+00
4.197000e-05	-1.220118e-08	-3.688977e-03	-7.528979e+03	4.993525e-28	-2.835358e-23	-3.744957e-19	-4.649574e-07	-2.451281e-04	-1.000000e+00
4.198000e-05	-9.897235e-09	-3.824795e-03	-7.530773e+03	4.624696e-28	-2.835358e-23	-3.744957e-19	-4.653003e-07	-2.451281e-04	-1.000000e+00
4.199000e-05	-7.770993e-09	-3.960614e-03	-7.532567e+03	4.253188e-28	-2.835358e-23	-3.744957e-19	-4.656433e-07	-2.451281e-04	-1.000000e+00
4.200000e-05	-5.823338e-09	-4.096432e-03	-7.534360e+03	3.879210e-28	-2.835358e-23	-3.744957e-19	-4.659862e-07	-2.451281e-04	-1.000000e+00
4.201000e-05	-4.055096e-09	-4.232250e-03	-7.536154e+03	3.502983e-28	-2.835358e-23	-3.744957e-19	-4.663292e-07	-2.451281e-04	-1.000000e+00
4.202000e-05	-2.533000e-09	-4.262156e-03	-7.537948e+03	2.761815e-28	2.960254e-23	-3.744957e-19	-4.669860e-07	2.559259e-04	-1.000000e+00
4.203000e-05	-1.309957e-09	-4.120355e-03	-7.539742e+03	2.345628e-28	2.960254e-23	-3.744957e-19	-4.673604e-07	2.559259e-04	-1.000000e+00
4.204000e-05	-2.862635e-10	-3.978554e-03	-7.541536e+03	1.928086e-28	2.960254e-23	-3.744957e-19	-4.677348e-07	2.559259e-04	-1.000000e+00
4.205000e-05	5.371703e-10	-3.836753e-03	-7.543330e+03	1.509424e-28	2.960254e-23	-3.744957e-19	-4.681092e-07	2.559259e-04	-1.000000e+00
4.206000e-05	1.159975e-09	-3.694952e-03	-7.545124e+03	1.089892e-28	2.960254e-23	-3.744957e-19	-4.684836e-07	2.559259e-04	-1.000000e+00
4.207000e-05	1.581654e-09	-3.553151e-03	-7.546918e+03	6.697236e-29	2.960254e-23	-3.744957e-19	-4.688580e-07	2.559259e-04	-1.000000e+00
4.208000e-05	1.801624e-09	-3.411350e-03	-7.548712e+03	2.491759e-29	2.960254e-23	-3.744957e-19	-4.692324e-07	2.559259e-04	-1.000000e+00
4.209000e-05	1.792330e-09	-3.358500e-03	-7.550506e+03	-2.474338e-29	-1.530111e-23	-3.744957e-19	-4.696725e-07	-1.322842e-04	-1.000000e+00
4.210000e-05	1.650079e-09	-3.431795e-03	-7.552299e+03	-3.458513e-29	-1.530111e-23	-3.744957e-19	-4.697684e-07	-1.322842e-04	-1.000000e+00
4.211000e-05	1.460862e-09	-3.505090e-03	-7.554093e+03	-4.440749e-29	-1.530111e-23	-3.744957e-19	-4.698643e-07	-1.322842e-04	-1.000000e+00
4.212000e-05	1.224649e-09	-3.578385e-03	-7.555887e+03	-5.420409e-29	-1.530111e-23	-3.744957e-19	-4.699602e-07	-1.322842e-04	-1.000000e+00
4.213000e-05	9.415260e-10	-3.651680e-03	-7.557681e+03	-6.396964e-29	-1.530111e-23	-3.744957e-19	-4.700561e-07	-1.322842e-04	-1.000000e+00
4.214000e-05	6.117062e-10	-3.724974e-03	-7.559475e+03	-7.369785e-29	-1.530111e-23	-3.744957e-19	-4.701521e-07	-1.322842e-04	-1.000000e+00
4.215000e-05	2.356302e-10	-3.798269e-03	-7.561269e+03	-8.338340e-29	-1.530111e-23	-3.744957e-19	-4.702480e-07	-1.322842e-04	-1.000000e+00
4.216000e-05	-2.022631e-10	-3.761549e-03	-7.563063e+03	-1.120989e-28	3.624544e-23	-3.744957e-19	-4.705088e-07	3.133565e-04	-1.000000e+00
4.217000e-05	-8.918875e-10	-3.587928e-03	-7.564857e+03	-1.758279e-28	3.624544e-23	-3.744957e-19	-4.710729e-07	3.133565e-04	-1.000000e+00
4.218000e-05	-1.886463e-09	-3.414306e-03	-7.566651e+03	-2.394537e-28	3.624544e-23	-3.744957e-19	-4.716370e-07	3.133565e-04	-1.000000e+00
4.219000e-05	-3.185775e-09	-3.240685e-03	-7.568444e+03	-3.029415e-28	3.624544e-23	-3.744957e-19	-4.722011e-07	3.133565e-04	-1.000000e+00
4.220000e-05	-4.788575e-09	-3.067063e-03	-7.570238e+03	-3.662533e-28	3.624544e-23	-3.744957e-19	-4.727652e-07	3.133565e-04	-1.000000e+00
4.221000e-05	-6.694108e-09	-2.893441e-03	-7.572032e+03	-4.293544e-28	3.624544e-23	-3.744957e-19	-4.733293e-07	3.133565e-04	-1.000000e+00
4.222000e-05	-8.901353e-09	-2.719820e-03	-7.573826e+03	-4.922062e-28	3.624544e-23	-3.744957e-19	-4.738933e-07	3.133565e-04	-1.000000e+00
